id,campaign_id,coupon_id,customer_id,redemption_status,kfold
126255,13,121,1409,0,1
108103,9,705,537,0,1
36638,13,23,883,0,1
6221,26,301,1215,0,1
25399,8,89,480,0,1
17874,13,679,464,0,1
101253,8,744,775,0,1
125005,8,1048,874,0,1
103696,8,707,1244,0,1
107696,13,992,1224,0,1
12278,8,61,1081,0,1
91819,7,986,732,0,1
64803,13,126,1028,0,1
8565,13,673,659,0,1
109983,13,850,1075,0,1
35774,8,85,1223,0,1
84787,2,460,1402,0,1
56874,13,160,501,0,1
93190,13,126,1463,0,1
41334,13,156,171,0,1
108050,13,850,294,0,1
80901,30,376,294,0,1
87369,29,538,570,0,1
63656,7,986,44,0,1
88230,8,83,144,0,1
120347,13,140,1472,0,1
45322,8,1110,837,0,1
70314,30,371,833,0,1
36314,13,979,1071,0,1
111551,13,513,1242,0,1
20382,8,1048,587,0,1
28870,13,1025,1101,0,1
90131,8,12,346,0,1
90148,13,513,226,0,1
54162,7,392,1464,0,1
26948,13,1027,356,0,1
106930,13,694,807,0,1
12747,11,980,72,0,1
79033,29,800,1041,0,1
125007,30,541,427,0,1
70338,30,563,1290,0,1
50727,26,344,1357,0,1
39098,26,979,11,0,1
39238,26,356,984,0,1
1817,8,915,992,0,1
6579,11,658,1174,0,1
1084,9,989,868,0,1
48167,8,846,399,0,1
6392,13,284,789,0,1
69683,13,919,664,0,1
55784,8,73,421,0,1
119919,26,352,890,0,1
38335,11,571,1451,0,1
45096,13,561,1375,0,1
39547,8,94,1199,0,1
40934,13,293,535,0,1
66851,8,95,16,0,1
87112,30,849,1012,0,1
107906,7,641,910,0,1
103758,26,340,303,0,1
9560,8,13,1312,0,1
24309,8,879,1381,0,1
55107,9,520,575,0,1
13963,8,1045,967,0,1
99557,30,276,675,0,1
118415,13,164,1067,0,1
119604,13,719,56,0,1
123626,13,136,464,0,1
33384,29,443,1044,0,1
19814,13,253,1556,0,1
27979,13,844,1081,0,1
86338,11,1044,1411,0,1
34030,13,1028,649,0,1
71122,26,729,935,0,1
120195,9,444,1486,0,1
45489,8,733,8,0,1
102028,26,1082,183,0,1
4253,8,46,1137,0,1
22709,8,682,944,0,1
14760,26,381,1430,0,1
118478,5,967,1120,0,1
89730,13,1112,1263,0,1
77821,4,591,1232,0,1
24144,8,77,1428,0,1
36496,8,610,1302,0,1
62898,13,152,1467,0,1
31059,8,747,1112,0,1
55433,8,805,25,0,1
24486,30,708,103,0,1
123312,30,256,1164,0,1
113380,13,995,1384,0,1
43287,13,530,275,0,1
35267,8,76,550,0,1
76663,8,100,821,0,1
102943,29,448,784,0,1
76990,13,115,356,0,1
33144,7,1102,271,0,1
25483,13,1007,632,0,1
67770,8,1059,1164,0,1
57890,8,805,1555,0,1
124118,13,273,1058,0,1
101584,26,870,419,0,1
119873,8,1110,655,0,1
36420,7,1050,228,0,1
86652,8,72,1215,0,1
117423,8,92,88,0,1
107018,13,140,332,0,1
106358,9,575,1089,0,1
31274,8,97,1191,0,1
96780,12,705,1429,0,1
91289,8,103,1383,0,1
124377,13,146,811,0,1
41576,30,818,1320,0,1
16710,3,839,1140,0,1
116495,8,87,424,0,1
89157,13,751,45,0,1
119375,9,535,42,0,1
123910,29,613,386,0,1
91525,30,310,37,0,1
75502,8,920,648,0,1
31384,13,601,405,0,1
79241,8,1073,1439,0,1
6466,13,778,1056,0,1
9829,5,955,1464,0,1
83299,8,694,997,0,1
77762,8,585,550,0,1
66123,10,280,1281,0,1
3562,13,284,1523,0,1
68044,30,858,519,0,1
115758,8,1015,376,0,1
89467,8,53,1025,0,1
17625,9,870,569,0,1
105544,8,100,1482,0,1
123822,13,122,467,0,1
5466,13,517,72,0,1
29333,26,304,1019,0,1
127499,13,111,552,0,1
1920,13,516,309,0,1
9640,13,672,565,1,1
12540,8,682,1026,0,1
9223,30,933,178,0,1
37297,5,1105,1095,0,1
112562,8,1059,220,0,1
3885,8,103,870,0,1
27930,26,609,841,0,1
91485,13,164,389,0,1
49463,8,1073,1033,0,1
48354,8,54,1573,0,1
30993,11,1099,1184,0,1
27847,13,954,917,0,1
79865,29,445,334,0,1
113412,12,466,664,0,1
1631,8,46,327,0,1
125181,13,473,344,0,1
90491,8,805,788,0,1
50426,29,243,338,0,1
40816,13,556,724,0,1
76553,10,824,782,0,1
19175,27,726,1463,0,1
26221,8,1058,977,0,1
13126,13,754,1048,0,1
126041,13,21,1117,0,1
101437,13,1070,72,0,1
27770,26,492,974,0,1
79248,8,846,1382,0,1
2648,13,881,757,0,1
48122,13,25,92,0,1
4969,13,667,412,0,1
96999,13,1025,944,0,1
61128,8,75,707,0,1
72768,12,526,1402,0,1
125817,13,909,1522,0,1
96709,8,87,1505,0,1
118163,13,20,359,0,1
16405,30,439,273,0,1
96903,13,147,459,0,1
110155,13,844,575,0,1
125857,13,888,280,0,1
103499,9,287,521,0,1
37802,13,954,703,0,1
77003,13,705,24,0,1
87539,8,1073,441,0,1
111124,7,1102,44,0,1
88506,9,870,1318,0,1
93606,8,257,538,0,1
117324,13,754,956,0,1
99623,8,473,353,0,1
68227,12,783,1360,0,1
67919,13,995,107,0,1
49887,4,791,1027,0,1
4984,8,915,401,0,1
39510,8,67,329,0,1
68979,4,791,208,0,1
64974,13,110,489,0,1
32778,12,705,1382,0,1
107895,13,123,528,0,1
125426,13,134,36,0,1
44679,30,998,321,0,1
17058,8,89,1295,0,1
119085,13,129,1537,0,1
111395,13,888,1101,0,1
678,8,52,1064,0,1
87156,8,511,793,0,1
79155,12,819,1043,0,1
22840,13,679,1136,0,1
45910,26,876,303,0,1
121214,29,443,102,0,1
17446,5,967,1064,0,1
114305,8,61,473,0,1
111584,8,283,686,0,1
84573,30,594,1462,0,1
62531,8,66,1300,0,1
63334,8,723,668,0,1
33509,9,105,1082,0,1
45625,8,56,453,0,1
42004,8,537,876,0,1
87857,8,700,1199,0,1
5194,10,1043,1317,0,1
6223,11,980,1199,0,1
68045,8,604,1084,0,1
31565,13,244,484,0,1
41691,13,422,1284,0,1
23531,8,45,688,0,1
108476,8,907,1279,0,1
13549,13,888,613,0,1
19760,26,658,506,0,1
80211,13,885,1433,0,1
117686,8,616,1490,0,1
72467,13,578,1464,0,1
88630,29,621,855,0,1
86323,30,668,437,0,1
95642,13,763,336,0,1
71184,5,934,844,0,1
12935,30,1076,1061,0,1
126520,13,123,933,0,1
113680,8,11,1147,0,1
84375,13,1114,1344,0,1
118446,8,705,854,0,1
127266,29,443,1055,0,1
65975,8,72,1079,0,1
41187,13,756,1198,0,1
19966,30,704,1550,0,1
105322,10,106,666,0,1
123588,8,964,577,0,1
127687,26,875,653,0,1
124291,27,398,195,0,1
107994,12,705,100,0,1
85220,13,644,633,0,1
49136,13,1031,579,0,1
123985,13,440,660,0,1
61042,10,732,1311,0,1
104492,13,154,811,0,1
66219,13,249,303,0,1
126098,8,906,965,0,1
9444,13,27,632,0,1
44618,26,876,412,0,1
61522,30,282,23,0,1
113695,11,1012,957,0,1
51795,13,508,1101,0,1
41173,8,1002,1371,0,1
77747,8,75,1532,0,1
3603,26,1011,867,0,1
76040,30,522,460,0,1
118371,13,891,1199,0,1
20034,13,468,430,0,1
81510,30,1083,615,0,1
35288,29,619,1140,0,1
65213,8,916,1167,0,1
49030,26,1053,207,0,1
47476,13,110,207,0,1
76570,29,597,634,0,1
84583,1,568,46,0,1
97019,8,1063,1356,0,1
122546,13,406,918,0,1
412,12,783,1026,0,1
65764,30,260,162,0,1
82336,26,1031,675,0,1
114664,13,170,338,0,1
51660,26,564,1458,0,1
77052,13,672,1481,0,1
121647,13,273,1097,0,1
26829,8,1048,748,0,1
60574,13,141,712,0,1
14486,8,70,822,0,1
22019,30,261,1224,0,1
106706,13,163,206,0,1
61668,8,567,1394,0,1
84854,29,868,495,0,1
110429,8,103,416,0,1
124520,8,970,1161,0,1
100163,2,583,1097,0,1
45986,2,853,183,0,1
80688,29,674,556,0,1
71082,8,61,664,0,1
6663,8,889,594,0,1
96549,13,126,1579,0,1
35522,12,492,100,0,1
120069,11,658,909,0,1
55659,3,384,998,0,1
65059,30,414,1203,0,1
17598,13,26,172,0,1
80525,8,77,1539,0,1
42037,8,645,1420,0,1
73656,8,78,621,0,1
83246,30,358,1387,0,1
93338,29,750,184,0,1
93962,26,358,592,0,1
2348,26,478,1415,0,1
49180,13,844,108,0,1
17049,13,133,1306,0,1
125920,30,616,207,0,1
33511,8,11,177,0,1
64513,8,793,78,0,1
107508,11,1044,446,0,1
40353,26,350,27,0,1
85312,13,21,1438,0,1
115092,5,967,56,0,1
112851,12,1075,128,0,1
107539,8,907,445,0,1
85588,30,872,406,0,1
67668,13,131,1060,0,1
108193,8,711,1234,0,1
20434,8,682,353,0,1
23727,30,1024,1309,0,1
88705,12,492,852,0,1
23369,8,60,482,0,1
84013,13,756,713,0,1
13561,7,687,162,0,1
28537,13,865,754,0,1
60487,8,707,550,0,1
105178,13,480,1449,0,1
18629,30,354,1157,0,1
90430,9,607,211,0,1
89904,29,445,962,0,1
1104,26,754,402,0,1
95265,9,468,1333,0,1
14902,13,25,811,0,1
1625,8,915,1290,0,1
38176,30,924,727,0,1
44842,13,169,166,0,1
124130,30,1015,1041,0,1
28350,13,786,396,0,1
22088,8,656,899,0,1
9350,8,68,241,0,1
120123,5,689,1404,0,1
81843,5,934,1091,0,1
102281,10,934,1289,0,1
44752,26,647,1332,0,1
13640,8,537,1451,0,1
24742,13,513,808,0,1
16016,12,496,1500,0,1
97858,11,980,967,0,1
119449,8,481,879,0,1
13906,30,486,675,0,1
3648,29,1081,825,0,1
76971,8,902,959,0,1
40214,29,715,1432,0,1
84806,26,776,1225,0,1
59901,8,583,865,0,1
119828,13,920,585,0,1
99669,13,117,1183,0,1
123024,2,347,1014,0,1
116395,8,598,290,0,1
3336,8,424,1071,0,1
12120,30,889,595,0,1
82535,27,405,1469,0,1
125873,26,536,683,0,1
61021,26,466,472,0,1
29833,30,921,953,0,1
54796,26,636,1378,0,1
42775,9,691,897,0,1
15622,8,283,956,0,1
71907,8,672,1264,0,1
110749,10,996,566,0,1
42656,8,101,631,0,1
107455,29,1040,1282,0,1
50187,26,998,550,0,1
81426,8,46,692,0,1
83960,8,754,386,0,1
32995,8,916,1429,0,1
24273,26,335,804,0,1
111225,13,157,612,0,1
81572,26,1106,279,0,1
90767,13,778,998,0,1
5528,8,581,1507,0,1
69001,13,467,1175,0,1
19446,30,994,1296,0,1
111426,30,814,430,0,1
123163,29,458,1429,0,1
27198,29,597,1167,0,1
21922,8,661,1382,0,1
54040,8,920,868,0,1
42140,13,125,670,0,1
32541,8,296,1255,0,1
84037,11,506,1058,0,1
105824,8,59,1134,0,1
35211,11,658,1204,0,1
92746,30,360,816,0,1
59372,8,700,1201,0,1
63416,8,433,405,0,1
32802,28,525,1463,0,1
22187,8,1048,62,0,1
119018,12,109,1159,0,1
29790,9,535,898,0,1
24318,26,735,569,0,1
24184,26,302,667,0,1
79032,8,99,1541,0,1
103616,29,597,1110,0,1
69397,8,672,1159,0,1
44683,8,269,43,0,1
57096,8,95,951,0,1
29555,30,666,207,0,1
75474,8,915,1292,0,1
58643,26,1024,1469,0,1
94109,8,437,1531,0,1
24950,28,441,401,0,1
4758,8,59,1405,0,1
22618,13,885,1287,0,1
57455,5,955,375,0,1
106783,8,772,775,0,1
73205,13,1070,1357,0,1
124352,13,293,752,0,1
28018,13,268,9,0,1
90578,13,909,1007,0,1
101913,13,157,963,0,1
58216,9,468,580,0,1
126084,8,6,589,0,1
76102,26,564,626,0,1
57982,8,46,1480,0,1
94844,13,778,539,0,1
49195,10,968,1441,0,1
31315,12,705,1428,0,1
72189,7,986,1463,0,1
88075,13,578,872,0,1
122124,8,1045,863,0,1
22345,9,575,1303,0,1
127677,8,470,939,0,1
49513,10,457,1372,0,1
77167,8,674,80,0,1
14525,8,622,1335,0,1
50413,13,530,411,0,1
24603,13,890,1552,0,1
94279,13,434,524,0,1
80880,13,454,188,0,1
45384,29,896,23,0,1
51552,13,719,688,0,1
33867,8,511,838,0,1
9553,29,418,1282,0,1
71870,13,865,570,0,1
30528,8,919,514,0,1
76462,13,450,857,0,1
96264,13,511,553,0,1
107564,8,62,891,0,1
59719,5,893,301,0,1
93078,30,438,436,0,1
76180,13,1021,951,0,1
69384,8,9,703,0,1
52175,13,133,859,0,1
111583,8,658,174,0,1
84923,8,64,99,0,1
96427,26,767,1320,0,1
21255,26,316,550,0,1
89176,8,725,1039,0,1
33053,5,893,1239,0,1
13445,30,332,550,0,1
68098,13,1065,1356,1,1
69891,11,980,518,0,1
76872,29,1046,131,0,1
55472,7,687,674,0,1
79990,11,669,1239,0,1
84707,8,51,1555,0,1
39623,8,61,729,0,1
24036,13,159,1542,0,1
18793,26,322,1159,0,1
42909,8,437,813,0,1
787,13,734,732,0,1
35353,26,335,1287,0,1
80232,13,679,438,0,1
64555,8,52,1,0,1
69292,8,59,1076,0,1
33316,8,77,443,0,1
18251,8,889,843,0,1
79986,8,73,1241,0,1
122347,26,867,1401,0,1
125979,26,1006,1202,0,1
6984,13,679,742,0,1
63485,8,656,633,0,1
56343,30,547,595,0,1
82113,9,896,1417,0,1
37240,13,128,420,0,1
14995,8,465,373,0,1
54403,26,752,233,0,1
75098,13,149,1046,0,1
48919,26,304,368,0,1
13972,8,47,1541,0,1
48063,29,674,1384,0,1
15821,8,1070,174,0,1
33451,13,512,825,0,1
6222,8,762,628,0,1
76094,13,244,1083,0,1
74904,26,985,754,0,1
53223,8,755,696,0,1
24546,8,983,59,0,1
122840,13,140,316,0,1
33726,8,554,1013,0,1
33087,12,1075,519,0,1
43398,8,744,357,0,1
92784,8,922,1315,0,1
34909,12,466,141,0,1
81627,27,718,1192,0,1
11587,8,983,383,0,1
1064,11,1099,776,0,1
90311,13,141,1111,0,1
98542,8,707,352,0,1
127501,8,964,197,0,1
16741,30,747,88,0,1
63287,11,658,228,0,1
126677,5,893,1511,0,1
116836,13,763,706,0,1
106234,13,1032,432,0,1
40586,10,106,245,0,1
40684,8,511,1040,0,1
70336,8,559,798,0,1
107618,13,644,649,0,1
57561,13,168,729,0,1
59519,30,348,1121,0,1
127849,13,992,1502,0,1
7902,4,791,748,0,1
68076,8,85,589,0,1
87242,8,754,79,0,1
7389,8,424,1237,0,1
79312,8,74,758,0,1
1733,13,157,627,0,1
115337,26,368,865,0,1
28300,8,744,101,0,1
46707,13,440,586,0,1
27299,30,421,195,0,1
52843,8,727,271,0,1
55427,26,1031,1402,0,1
77685,13,1059,875,0,1
24789,9,520,1417,0,1
80248,29,1046,413,0,1
125667,13,161,631,0,1
31254,26,985,236,0,1
9083,26,410,444,0,1
97994,13,675,447,1,1
98612,9,691,1369,0,1
13056,13,23,1444,0,1
125899,8,532,1374,0,1
88585,8,757,21,0,1
119714,13,796,866,0,1
56735,2,347,1497,0,1
54570,8,1002,722,0,1
74768,8,293,327,0,1
107865,30,343,121,0,1
57751,4,803,1567,0,1
90837,13,881,495,0,1
8202,11,506,187,0,1
24085,13,26,3,0,1
50243,29,643,875,0,1
24425,13,625,233,0,1
84833,8,559,1,0,1
37038,8,59,1479,0,1
113588,8,759,1170,0,1
38663,26,1080,384,0,1
34710,26,981,1497,0,1
51025,13,734,744,0,1
87365,9,444,1139,0,1
9768,8,846,824,0,1
39447,12,466,167,0,1
107713,8,682,749,0,1
111104,13,119,1241,0,1
82896,29,868,498,0,1
104715,8,705,1049,0,1
24656,13,723,862,0,1
95818,13,156,694,0,1
109013,4,651,1574,0,1
88978,9,607,955,0,1
79064,13,726,947,0,1
26052,13,673,1318,0,1
123322,8,62,679,0,1
120122,13,422,1334,0,1
80431,29,982,973,0,1
63610,13,954,615,0,1
1718,26,375,171,0,1
28660,12,779,998,0,1
57184,29,619,1036,0,1
75642,26,1000,191,0,1
119878,8,567,877,0,1
97236,30,409,1026,0,1
55797,13,24,778,0,1
49383,8,622,504,0,1
97866,12,466,1036,0,1
111015,8,604,74,0,1
39210,10,280,782,0,1
35090,26,307,417,0,1
60466,13,277,705,0,1
43678,26,349,1436,0,1
102704,8,449,1136,0,1
47328,30,1071,1554,0,1
28289,8,711,1028,0,1
38846,8,87,1533,0,1
36976,10,457,7,0,1
122023,13,601,469,0,1
52440,12,705,1559,0,1
98772,13,542,494,0,1
5866,12,779,655,0,1
69251,3,829,432,0,1
61188,13,132,78,0,1
61377,28,407,590,0,1
111715,29,868,874,0,1
24210,29,975,1044,0,1
53213,13,125,1464,0,1
21097,13,470,1290,0,1
83407,29,448,590,0,1
91191,13,145,273,0,1
50785,13,1028,79,0,1
4568,11,971,1405,0,1
17448,30,631,636,0,1
52537,26,813,1298,1,1
69431,13,123,672,0,1
69779,13,111,418,0,1
33452,13,617,1539,0,1
15858,13,920,1486,0,1
38518,13,473,970,0,1
115281,30,1036,1441,0,1
87077,12,107,1012,0,1
73356,13,786,372,0,1
10540,26,1033,974,0,1
87289,13,159,487,0,1
85580,8,807,125,0,1
100563,8,78,655,0,1
89229,13,143,789,0,1
2067,9,989,1582,0,1
86165,13,995,861,0,1
91901,26,963,834,0,1
104814,8,579,140,0,1
69815,8,74,1485,0,1
35363,30,381,328,0,1
9349,26,545,1198,0,1
25195,8,793,767,0,1
60380,8,817,1345,0,1
13133,8,494,1026,0,1
81333,29,643,1282,0,1
63070,9,520,1169,0,1
102354,3,397,432,0,1
84702,12,1075,1,0,1
9307,13,406,942,0,1
87981,26,589,1458,0,1
46550,12,819,1167,0,1
32104,2,642,1097,0,1
97421,11,658,212,0,1
66543,7,691,661,0,1
60061,5,1043,281,0,1
38283,30,354,426,0,1
97649,12,496,46,0,1
24846,9,635,1099,0,1
9314,26,775,121,0,1
25138,13,979,1388,0,1
50506,26,1013,1522,0,1
5697,13,694,958,0,1
102462,13,603,830,0,1
109610,13,126,393,0,1
38954,13,122,1003,0,1
74763,30,346,17,0,1
82959,13,606,132,0,1
25567,8,883,178,0,1
88131,13,153,1005,0,1
126883,13,273,726,0,1
27666,5,279,1289,0,1
95081,13,1029,956,0,1
92658,13,117,1091,0,1
77330,11,1099,755,0,1
13450,26,1,141,0,1
40405,7,691,414,0,1
41395,13,170,16,0,1
114038,8,733,1420,0,1
80300,13,413,314,0,1
16662,12,705,1166,0,1
103163,29,975,1006,0,1
14117,8,723,848,0,1
8795,8,916,549,0,1
8319,10,689,987,0,1
38642,9,788,479,0,1
38982,9,468,420,0,1
48911,10,279,621,0,1
101823,8,1049,667,0,1
64847,9,575,1486,0,1
103705,9,989,181,0,1
71254,5,1105,686,0,1
40840,8,6,963,0,1
4266,13,694,919,0,1
93445,8,449,510,0,1
35039,8,907,408,0,1
62346,30,428,1017,0,1
40096,3,838,67,0,1
84078,10,15,408,0,1
52957,13,293,945,0,1
2945,30,933,164,0,1
45817,8,1018,186,0,1
62220,13,1029,438,0,1
82473,29,750,659,0,1
56164,30,1067,1379,0,1
39734,7,691,532,0,1
12555,10,279,8,0,1
63076,9,444,155,0,1
99447,8,782,797,0,1
100161,8,93,428,0,1
16251,26,1,1575,0,1
23535,13,719,983,0,1
26059,8,77,536,0,1
98688,29,1035,590,0,1
90178,8,585,346,0,1
120913,13,137,338,0,1
110594,26,1090,503,0,1
62721,13,134,1100,0,1
37137,13,675,1274,0,1
100740,13,131,427,0,1
116403,30,391,433,0,1
21282,26,1033,1457,0,1
6040,8,981,1374,0,1
41101,26,917,457,0,1
30329,8,278,569,0,1
108815,13,766,169,0,1
86400,8,288,1126,0,1
125044,8,1059,1558,0,1
61113,29,643,1140,0,1
72960,26,752,916,0,1
31036,13,153,1127,0,1
91989,26,299,459,0,1
123265,8,889,1184,0,1
49981,13,723,1334,1,1
14253,29,715,1041,0,1
64068,8,884,898,0,1
69545,29,975,1045,0,1
25110,13,1007,1030,0,1
85190,8,928,106,0,1
127909,8,49,557,0,1
117898,8,661,1387,0,1
33758,13,167,1538,0,1
89514,26,898,1132,0,1
113081,13,885,400,0,1
28699,7,1050,119,0,1
65039,9,607,471,0,1
49691,8,624,1460,0,1
29204,8,882,1003,0,1
94452,29,1046,1324,0,1
36791,13,891,1030,0,1
53681,11,1012,612,0,1
10793,8,1086,434,0,1
24006,29,896,1573,0,1
93181,8,806,297,0,1
56787,13,979,452,0,1
112309,8,57,619,0,1
74510,8,63,579,0,1
86508,13,504,1450,0,1
7275,26,2,225,0,1
111619,13,482,1085,0,1
68788,8,1084,1240,0,1
61640,10,279,743,0,1
25974,13,667,859,0,1
19432,5,663,729,0,1
58537,13,117,1184,0,1
37770,8,747,489,0,1
95205,13,705,89,0,1
106620,7,1050,1490,0,1
48801,8,709,1560,0,1
127666,29,443,784,0,1
66563,30,282,240,0,1
32312,29,975,1562,0,1
104707,8,85,1166,0,1
58071,29,538,875,0,1
123650,13,892,1369,0,1
107365,12,783,460,0,1
39031,26,464,876,0,1
74298,8,75,1189,0,1
61396,30,678,937,0,1
25414,8,50,241,0,1
32781,13,408,515,0,1
67874,8,87,779,0,1
40025,8,283,1093,0,1
68709,13,131,1084,0,1
57419,8,8,900,0,1
109017,12,466,1556,0,1
62810,8,72,525,0,1
20764,11,1012,195,0,1
4999,13,160,7,0,1
16052,8,567,43,0,1
37268,8,257,1071,0,1
47934,8,51,951,0,1
91512,9,468,804,0,1
120845,10,824,1121,0,1
62289,8,1048,290,0,1
96116,12,819,424,0,1
88384,8,13,741,0,1
6085,30,712,858,0,1
63098,13,422,1516,0,1
78195,26,647,72,0,1
44199,8,883,56,0,1
63558,12,470,439,0,1
18058,26,746,1191,0,1
121388,7,17,180,0,1
76719,29,597,490,0,1
96985,26,629,1239,0,1
34620,13,681,144,0,1
94365,9,607,634,0,1
65181,30,354,801,0,1
103490,8,754,789,0,1
95492,9,896,1036,0,1
75472,30,307,1535,0,1
1514,13,413,820,0,1
114862,12,783,555,0,1
84162,29,975,555,0,1
124862,8,465,711,0,1
33190,13,1032,172,0,1
126164,9,535,1410,0,1
74448,7,691,793,0,1
110494,11,971,518,0,1
67798,8,544,1411,0,1
100524,8,747,637,0,1
123755,8,71,650,0,1
66546,9,691,39,0,1
73129,26,1115,989,0,1
16128,13,164,757,0,1
11566,12,492,787,0,1
78861,13,1065,353,0,1
123115,8,754,707,0,1
58673,13,151,173,0,1
107,13,126,590,0,1
52714,13,161,687,0,1
3914,8,98,92,0,1
14162,7,641,398,0,1
51380,26,769,280,0,1
128504,8,95,466,0,1
29651,13,601,48,0,1
52245,9,635,1015,0,1
27548,13,951,1061,0,1
57445,13,26,632,0,1
84043,13,473,644,0,1
114451,8,95,561,0,1
46204,9,105,608,0,1
83312,8,883,17,0,1
29380,9,575,772,0,1
70810,10,934,458,0,1
114071,13,556,676,0,1
109215,8,6,1394,0,1
64710,8,1110,743,0,1
12567,30,672,378,0,1
60407,26,492,449,0,1
58286,7,986,369,0,1
22264,30,563,946,0,1
53385,12,705,553,0,1
58692,13,22,810,0,1
65791,8,1081,141,0,1
44941,13,167,226,0,1
91414,13,1100,279,0,1
4990,11,669,1504,0,1
91969,30,332,520,0,1
101004,13,744,112,0,1
44763,6,677,772,0,1
73406,9,635,902,0,1
103824,13,516,36,0,1
55595,8,271,1521,0,1
74691,26,660,531,0,1
60341,13,434,155,0,1
72077,5,1105,381,0,1
15530,7,17,1208,0,1
81035,8,885,21,0,1
13722,30,900,1123,0,1
19386,8,68,697,0,1
46613,13,454,552,0,1
79790,13,160,1494,0,1
22238,8,494,452,0,1
92104,8,95,730,0,1
105369,8,501,550,0,1
88231,5,1105,567,0,1
2340,30,4,1203,0,1
4156,13,470,1555,0,1
58901,30,616,1467,0,1
51369,30,1074,576,0,1
123289,8,73,173,0,1
92239,8,700,17,0,1
120464,13,163,310,0,1
107729,30,439,1528,0,1
11225,8,271,615,0,1
102449,8,52,567,0,1
7058,13,440,695,0,1
53750,8,86,1295,0,1
12386,7,687,1531,0,1
100386,13,815,787,0,1
114820,29,868,1007,0,1
26071,12,526,1556,0,1
67955,10,15,181,0,1
104845,8,1045,1516,0,1
33910,26,564,225,0,1
84770,13,160,1386,0,1
67601,8,1048,32,0,1
57337,8,97,149,0,1
50850,8,67,808,0,1
104460,8,694,758,0,1
90653,13,672,28,1,1
58809,2,642,21,0,1
4177,8,889,1446,0,1
14283,13,440,1242,0,1
18410,2,897,1497,0,1
113501,8,52,343,0,1
127916,8,598,378,0,1
111468,8,46,951,0,1
121949,26,1019,1396,0,1
115961,13,145,822,0,1
88488,12,572,1441,0,1
90269,13,142,245,0,1
116971,26,519,1472,0,1
58903,13,156,1357,0,1
63295,2,583,1086,0,1
11127,13,723,484,0,1
80441,13,170,814,0,1
26808,30,998,1044,0,1
9728,13,1029,823,0,1
5207,13,137,1520,0,1
53988,30,4,1469,0,1
49089,8,481,961,0,1
114380,11,1012,1174,0,1
11449,9,870,63,0,1
19451,30,712,178,0,1
120321,13,470,389,0,1
104926,13,919,17,0,1
49212,13,139,1490,0,1
54883,9,870,471,0,1
105442,26,309,969,0,1
18390,29,445,498,0,1
53673,13,139,349,0,1
19779,13,434,881,0,1
70161,8,501,1237,0,1
13486,8,55,151,0,1
78167,8,1015,12,0,1
118869,10,996,7,0,1
78186,8,907,824,0,1
9123,13,113,98,0,1
77770,8,772,684,0,1
53201,13,675,1356,0,1
40251,2,1023,675,0,1
24435,13,944,927,0,1
86768,8,78,628,0,1
37223,13,127,640,0,1
72795,5,689,995,0,1
29638,29,750,992,0,1
108949,8,885,326,0,1
99269,12,470,976,0,1
51002,11,795,302,0,1
58834,13,673,1315,0,1
38984,26,361,1079,0,1
113242,29,418,1212,0,1
63165,5,1105,1332,0,1
13673,12,779,1281,0,1
38700,8,942,1170,0,1
100666,12,819,737,0,1
23213,26,473,717,0,1
25162,13,1059,227,0,1
99803,30,631,595,0,1
44145,9,520,1303,0,1
78334,8,276,906,0,1
63802,9,19,740,0,1
23934,26,764,732,0,1
5245,1,312,595,0,1
90442,8,627,434,0,1
36446,8,56,1077,0,1
117753,30,426,1215,0,1
99932,13,1112,92,0,1
9734,13,951,690,0,1
80822,13,253,811,0,1
8531,30,863,58,0,1
14560,12,779,535,0,1
68114,13,145,286,0,1
126561,26,636,1575,0,1
76005,26,695,436,0,1
74080,8,674,11,0,1
116011,13,681,573,0,1
17133,13,1025,874,0,1
118466,8,1017,1534,0,1
72349,8,654,1223,0,1
22107,8,915,204,0,1
85149,30,665,426,0,1
23783,7,641,1323,0,1
36484,8,1015,937,0,1
10178,8,656,316,0,1
86888,8,66,1295,0,1
78044,13,987,1490,0,1
11626,9,896,955,0,1
65838,8,793,1068,0,1
35129,5,955,1014,0,1
92884,7,687,458,0,1
67579,11,910,694,0,1
73322,30,974,730,0,1
59968,8,91,1012,0,1
9967,8,65,1578,0,1
54840,30,821,745,0,1
28107,9,578,659,0,1
82821,13,170,851,0,1
58498,9,287,804,0,1
34658,5,893,1004,0,1
126879,13,608,570,0,1
57298,13,482,1215,0,1
106303,13,164,579,0,1
105168,13,786,1238,0,1
117858,3,832,590,0,1
75020,12,783,264,0,1
94483,13,601,1052,0,1
36545,13,578,1035,0,1
72666,13,163,1121,0,1
95199,13,422,1305,0,1
104467,30,865,834,0,1
85081,13,919,314,0,1
63988,13,130,779,0,1
90838,13,465,240,0,1
21834,13,152,1246,0,1
83062,8,1110,762,0,1
52264,5,934,823,0,1
95538,13,512,508,0,1
64251,26,464,834,0,1
41493,12,1063,1356,0,1
49537,13,731,1323,0,1
19552,26,695,135,0,1
45896,13,1028,431,0,1
32613,13,890,977,0,1
51910,13,1112,1014,0,1
79234,9,989,1142,0,1
103613,28,441,1463,0,1
10717,8,812,590,0,1
103630,29,3,875,0,1
92437,13,281,60,0,1
104687,8,772,1238,0,1
105336,8,69,296,0,1
124486,26,309,1290,0,1
89202,13,154,401,0,1
61538,8,449,1489,0,1
65475,26,519,935,0,1
