id,campaign_id,coupon_id,customer_id,redemption_status
34527,13,406,1159,0
11088,13,121,20,0
82859,13,420,1516,0
16100,30,933,388,0
69759,8,906,1447,0
114478,8,1000,1169,0
7523,13,850,541,0
127915,8,738,1272,0
706,8,271,1305,0
7415,5,1105,1464,0
2160,12,107,366,0
127750,26,991,823,0
10477,30,984,766,0
92593,30,325,9,0
34564,13,885,269,0
104712,8,490,649,0
108161,26,468,1025,0
91814,13,517,817,0
91423,30,256,9,0
115750,8,537,1546,0
26839,8,709,1019,0
57014,30,303,1430,0
54547,13,734,1493,0
18789,13,135,170,0
25450,29,982,152,0
28699,7,1050,119,0
116453,28,750,583,0
101009,30,659,953,0
101184,13,1059,1530,0
2095,9,578,119,0
35081,13,162,1500,0
17520,8,433,339,0
122799,8,744,888,0
112908,8,610,657,0
32488,13,465,1169,0
11545,9,520,179,0
19772,13,1100,911,0
25673,13,140,498,0
93121,13,796,1321,0
77681,9,989,1386,0
76621,11,1012,1411,0
11314,30,946,578,0
33336,8,70,1164,0
24047,13,771,968,0
8815,8,92,432,0
112713,13,137,1004,0
58581,13,949,657,0
127781,9,468,413,0
109699,13,169,499,0
76765,13,244,60,0
59717,13,150,574,0
94333,10,824,8,0
78203,13,881,860,0
76571,29,3,1029,0
105696,8,53,401,0
35029,13,919,1233,0
15624,26,478,683,0
97147,13,281,1246,0
121429,30,921,63,0
103974,30,945,1258,0
12810,10,968,627,0
42672,13,517,1266,0
11490,10,824,1350,0
127241,8,82,64,0
55929,13,134,245,0
6068,7,392,119,0
5977,13,515,1466,0
101252,8,470,125,0
118388,8,755,198,0
39877,10,279,377,0
24374,8,782,740,0
48437,8,733,1050,0
121986,9,105,797,0
106857,8,656,1432,0
29891,8,627,295,0
123223,12,572,264,0
110279,26,358,632,1
37280,26,502,262,0
93225,8,8,27,0
103230,8,103,73,0
109113,8,1084,768,0
62138,11,658,666,0
118213,2,897,1449,0
12779,30,345,135,0
19888,8,82,441,0
28608,13,115,111,0
6438,30,541,648,0
101071,8,69,1356,0
42438,13,277,611,0
9550,8,610,1355,0
33213,8,738,1302,0
58114,8,793,992,0
75553,13,770,927,0
90958,26,1039,1450,0
119081,7,17,694,0
31833,5,967,1463,0
4254,13,685,805,0
107503,1,524,1387,0
112547,26,824,419,0
112439,13,472,1232,0
4267,13,1032,1571,0
57455,5,955,375,0
82293,30,863,1227,0
10789,26,468,11,0
4249,13,723,868,0
65809,8,645,369,0
72686,8,674,204,0
88187,8,98,1514,0
84686,13,169,1376,0
116733,8,622,215,0
52574,30,282,222,0
65386,13,166,1046,0
126315,13,165,1008,0
126137,13,890,163,0
27169,13,675,1491,0
110459,8,45,1547,0
73952,13,508,689,0
46162,13,516,819,0
68473,9,705,1142,0
117579,13,850,1091,0
35708,26,299,1418,0
96891,13,1029,441,0
89393,8,1017,1028,0
110581,29,785,1195,0
41053,13,909,643,0
127499,13,111,552,0
113979,8,513,260,0
49987,13,578,1012,0
53681,11,1012,612,0
102473,26,790,712,0
69226,13,434,1347,0
70766,13,1056,270,0
40919,30,1043,135,0
28296,30,704,992,0
126480,30,474,595,0
44448,13,951,353,0
87624,8,48,1164,0
114141,8,86,506,0
86807,8,544,994,0
39655,30,1036,1290,0
63772,30,747,615,0
109497,8,747,1460,0
102137,8,97,174,0
53912,13,482,978,0
124217,30,426,384,0
49212,13,139,1490,0
119923,9,896,525,0
83758,8,7,567,0
17361,26,1043,163,0
37715,13,406,1412,0
87285,8,627,3,0
84748,13,1112,1306,0
55801,30,531,1320,0
7017,8,13,1412,0
24309,8,879,1381,0
3684,10,662,408,0
56926,30,358,164,0
125547,8,622,458,0
2856,13,786,792,1
69786,8,76,806,0
79427,13,681,914,0
86570,13,116,265,0
2550,13,516,885,0
112965,4,651,743,0
80691,26,854,1467,0
19136,8,711,350,0
90581,26,769,596,0
53523,5,455,1142,0
35776,8,627,8,0
25910,29,458,26,0
113946,8,45,1199,0
42664,8,707,1314,0
3276,13,1029,383,0
21997,8,709,67,0
39551,9,535,262,0
38007,30,939,787,0
106320,13,163,496,0
93708,3,837,1534,0
111467,12,470,1084,0
127728,26,464,1029,0
122967,8,928,598,0
38113,11,971,392,0
88499,10,968,997,0
61239,11,971,612,0
94305,13,115,664,0
40520,30,803,1543,0
45787,8,711,703,0
4446,26,299,262,0
81550,8,722,318,0
102797,26,305,153,0
108311,8,99,1375,0
112409,29,982,7,0
111584,8,283,686,0
116650,8,755,1232,0
83105,13,751,1057,0
85515,8,792,1255,0
39793,26,1030,293,0
25486,13,667,861,0
13429,8,544,1027,0
66342,13,919,779,0
65459,30,998,273,0
82604,13,942,608,0
73532,9,896,590,0
14177,13,273,782,0
112326,8,581,1277,0
101669,8,92,249,0
56588,10,15,711,0
125528,8,68,551,0
93076,8,89,1568,0
74214,13,763,11,0
67304,30,333,814,0
127228,30,1024,1462,0
120686,12,109,38,0
15118,8,61,855,0
69777,8,759,1309,0
77909,13,468,353,0
40673,29,1035,876,0
84706,9,468,151,0
115295,13,694,598,0
74859,30,631,766,0
124634,8,12,433,0
51097,13,386,205,0
36069,8,682,829,0
7994,8,920,1257,0
5143,8,10,367,0
98836,8,793,1262,0
28165,3,404,1140,0
93425,13,512,1565,0
23317,30,706,88,0
52726,8,1017,11,0
14335,11,506,866,0
52762,8,981,1398,0
49418,13,920,830,0
33257,4,895,231,0
59209,13,164,392,0
62679,2,460,1555,0
15429,8,285,733,0
115501,13,627,1477,0
1756,13,773,615,0
124536,13,152,267,0
67991,13,112,445,0
98331,8,1045,934,0
54024,10,431,828,0
123077,26,1087,1068,0
5763,30,336,713,0
95890,8,97,1545,0
108933,30,294,836,0
111994,9,607,894,0
117278,13,154,133,0
30145,10,15,299,0
74368,26,912,1423,0
62328,26,775,639,0
103853,30,920,531,0
73667,9,468,582,0
76098,8,942,1262,0
27417,8,920,834,0
57871,9,896,825,0
28121,30,354,464,0
79088,26,521,412,0
9241,30,865,342,0
63419,13,131,1188,0
11939,11,658,13,0
87260,8,983,544,0
108464,30,997,58,0
104870,27,1091,1387,0
902,11,571,240,0
14982,13,27,20,0
14745,8,740,7,0
52159,10,732,711,0
24265,26,246,1521,0
57502,13,886,876,0
113731,26,667,759,0
113601,12,470,883,0
87379,13,21,1338,0
53685,13,751,1111,0
35498,13,982,1257,0
99523,13,610,535,0
18608,13,406,1067,0
82774,30,990,1098,0
125999,13,608,1141,0
36162,13,675,1141,0
5707,27,864,1074,0
87755,29,619,575,0
75350,30,261,1430,0
84143,8,481,103,0
85521,30,733,711,0
25049,13,467,1486,0
33967,13,778,545,0
49860,8,1000,236,0
29465,26,790,1387,0
36902,13,171,1124,0
50091,13,672,979,0
111923,8,92,31,0
15931,12,470,1012,0
83496,26,611,103,0
41195,8,1086,989,0
42467,8,73,62,0
23852,9,105,1529,0
116885,9,989,1520,0
33175,13,386,332,0
88835,8,78,905,0
110246,2,853,1402,0
103630,29,3,875,0
98993,13,504,202,0
95561,8,928,1571,0
32783,13,21,1070,1
25441,8,9,416,0
35559,8,87,1400,0
58666,13,152,691,0
30808,8,920,706,0
115483,29,1035,659,0
534,8,56,768,0
62119,9,444,287,0
44493,30,602,626,0
126876,13,766,595,0
116648,30,1024,776,0
123497,13,135,163,0
35363,30,381,328,0
20188,13,244,434,0
7740,13,1108,746,0
49984,8,81,1016,0
104566,8,65,1270,0
82652,13,714,1350,0
60020,8,627,1158,0
8461,13,561,1500,0
41668,8,970,549,0
84719,8,733,408,0
89341,11,571,829,0
14495,13,110,864,0
127669,5,955,572,0
19687,12,526,1166,0
120912,8,747,1101,0
126164,9,535,1410,0
119033,30,547,588,0
6432,8,490,1344,0
18600,29,597,334,0
70319,11,971,694,0
102333,29,613,23,0
128106,8,89,248,0
35702,29,787,992,0
92501,13,694,218,0
67946,10,1043,1574,0
92992,8,278,193,0
58850,13,850,1340,1
123396,8,942,138,0
59142,8,283,742,0
110260,8,754,1070,0
9567,30,423,946,0
109619,8,705,432,0
7216,8,1084,572,0
79789,8,906,627,0
49293,8,72,217,0
3388,8,13,1280,0
76455,9,788,962,0
53061,8,430,1229,0
107933,10,457,1152,0
6085,30,712,858,0
93851,13,625,906,0
52716,8,740,1543,0
94632,8,45,281,0
9197,13,606,611,0
56517,8,1073,430,0
77403,13,786,501,0
108649,26,979,964,0
2244,26,356,99,0
45195,13,885,1208,0
107029,8,705,166,0
55388,30,742,595,0
109905,7,392,748,0
38873,13,586,333,0
33613,10,15,1216,0
7880,8,481,672,0
37075,13,1031,1316,0
21196,8,747,1244,0
54677,30,1101,241,0
105270,9,105,1412,0
111510,13,152,914,0
87262,10,280,222,0
86354,13,909,652,0
63601,30,1051,927,0
10552,13,673,1309,0
42079,13,450,575,0
81021,8,52,776,0
92687,10,662,566,0
120043,13,159,1025,0
94684,26,334,631,0
6678,13,123,1084,0
116207,12,1063,536,0
79533,13,778,124,0
102088,30,626,635,0
40361,11,910,967,0
89578,8,81,294,0
10185,29,696,1,0
108550,13,434,1419,0
42342,30,974,1379,0
103349,13,1029,793,0
45571,12,109,861,0
45137,28,441,1378,0
31251,7,1102,470,0
59557,10,280,666,0
67481,13,1070,1568,0
22668,9,989,525,0
34469,13,890,978,0
66493,13,561,1542,0
126650,13,137,501,0
123441,13,850,56,0
3121,8,285,594,0
20368,8,744,875,0
63142,8,293,277,0
89590,26,453,1463,0
81444,8,96,131,0
46729,8,616,587,0
85374,9,578,608,0
87924,29,597,973,0
77618,8,102,1070,0
86109,8,722,1044,0
36561,13,137,1461,0
57851,13,949,108,0
76900,5,689,1491,0
18319,8,103,556,0
21837,8,87,1137,0
35333,8,623,1505,0
11791,13,149,929,0
71151,13,137,736,0
52515,13,154,983,0
24038,13,135,1351,0
85727,30,579,569,0
85731,13,979,1093,0
123866,10,934,1557,0
19333,26,475,1164,0
114536,7,1050,1477,0
25541,8,6,608,0
20392,13,754,1552,0
54617,26,1011,490,0
3640,11,913,1392,0
55340,13,992,615,0
29260,4,459,909,0
45847,30,358,943,0
4011,8,1086,578,0
23503,8,707,965,0
60352,5,455,1170,0
11149,12,496,1429,0
49630,30,803,1333,0
62913,30,439,550,0
7999,13,130,1314,0
62606,8,12,835,0
5300,5,431,1072,0
53261,13,886,1202,0
68068,26,609,1121,0
25960,29,265,1142,0
58540,9,287,1386,0
81963,8,86,1373,0
52684,26,775,706,0
106353,11,910,559,0
56558,8,77,1582,0
5574,8,1017,556,1
124402,29,3,962,0
118645,8,103,909,0
40586,10,106,245,0
95159,30,547,113,0
112804,11,971,1558,0
115522,13,262,1146,0
43858,29,418,1110,0
107368,8,470,619,0
125080,13,530,1338,0
84294,30,704,1464,0
114463,8,964,1215,0
69599,11,971,1160,0
95610,29,1046,363,0
67935,13,530,1200,0
76007,29,896,1115,0
102930,13,744,1346,0
103030,8,296,226,0
125605,13,154,170,0
53035,13,960,379,0
19447,7,986,1093,0
40912,26,629,1258,0
79483,8,97,672,0
123888,8,52,381,0
24174,8,490,1343,0
88427,29,418,943,0
57445,13,26,632,0
55610,29,1035,525,0
66518,29,3,1198,0
7642,13,675,970,0
124639,11,795,327,0
31515,9,705,384,0
58366,7,392,992,0
27322,7,986,1493,1
101994,13,281,226,0
65077,8,103,1262,0
82529,26,739,164,0
90714,13,122,1120,0
54292,13,1108,869,0
66624,13,1108,1048,0
34629,8,920,1186,0
67414,8,981,1126,0
20057,9,18,861,0
73336,8,56,1194,0
62150,28,993,1387,0
47999,8,65,198,0
54347,12,572,495,0
112019,13,273,533,0
123521,28,674,231,0
96186,13,273,663,0
2047,8,383,797,0
58319,13,420,1232,0
77610,5,955,1454,0
20229,13,468,1,0
59121,8,623,1231,0
32523,13,778,1067,0
85776,26,350,675,0
53689,10,280,1064,0
51456,13,561,1068,0
63833,9,896,556,0
26480,13,418,1055,0
78831,8,63,1375,0
77176,10,431,1259,0
58451,8,93,1231,0
33645,13,510,505,0
413,13,434,297,0
60180,13,1047,1529,0
25089,30,320,406,0
94774,8,8,514,0
499,12,107,268,0
16625,13,25,1438,0
88507,28,743,1332,0
7460,30,331,635,0
8441,4,651,300,0
76667,13,771,1199,0
28001,13,578,328,0
18726,8,53,398,0
46742,26,306,1347,0
8893,11,658,189,0
63399,13,26,923,0
124861,9,691,608,0
34598,8,725,1386,0
112851,12,1075,128,0
112658,8,532,469,0
50915,12,107,141,0
29036,8,812,292,0
118755,8,579,942,0
16298,8,544,631,0
71178,8,9,32,0
104987,13,134,1352,0
39273,8,747,1450,0
32915,13,249,372,0
106878,13,117,822,0
34133,29,975,786,0
30292,10,15,666,0
76382,9,444,489,0
61711,8,60,667,0
63167,4,651,231,0
16872,30,683,1255,0
31808,26,790,1121,0
87845,13,143,996,0
90128,8,14,1292,0
44160,13,262,7,0
61519,29,597,91,0
32297,5,455,1194,0
14144,13,617,131,0
109629,8,623,838,0
5858,9,287,686,0
54202,13,418,776,0
81803,13,1025,218,0
41545,8,93,893,0
86146,26,876,279,0
12291,29,873,1195,0
58520,12,526,439,0
94607,30,574,859,0
42489,30,872,1144,0
76016,26,429,63,0
49899,13,982,1237,0
125136,13,165,635,0
120022,13,117,1271,0
71366,8,883,1031,0
28733,13,127,393,0
9108,7,392,843,0
54152,8,292,1084,0
99442,8,513,1461,0
16150,8,447,1064,0
77395,5,455,1093,0
84834,8,610,202,0
116125,8,738,345,0
15503,8,88,1343,0
66998,13,277,519,0
33075,8,865,416,0
10478,28,643,1387,0
108966,8,85,1229,0
76835,8,579,798,0
20022,13,249,13,0
42082,13,253,1543,0
80656,13,142,1237,0
70914,13,117,681,0
31063,8,979,740,0
29417,8,91,519,0
87476,8,490,1147,0
91057,8,8,228,0
115381,8,52,1429,0
14197,8,622,1005,0
40290,7,641,1311,0
80817,9,870,170,0
120948,26,352,261,0
79463,8,919,244,0
19388,26,350,1198,0
128317,29,597,876,0
34604,13,23,566,1
35477,8,532,703,0
109062,13,172,235,0
50532,29,787,19,0
69387,10,934,1566,0
7411,8,283,1134,0
96106,13,162,835,0
40098,13,780,1372,0
60850,26,546,675,0
92922,26,410,639,0
106482,13,744,537,0
23403,29,873,1198,0
80386,8,622,1158,0
34830,27,1088,1430,0
63710,8,84,101,0
111911,11,1099,1014,0
14143,13,513,1073,0
59481,8,964,679,0
12034,8,645,1131,0
46010,2,1023,437,0
79142,11,1099,1224,0
1064,11,1099,776,0
78186,8,907,824,0
118401,8,989,1540,0
90394,29,3,1252,0
60926,8,52,1334,0
33207,9,468,368,0
126248,13,472,946,0
39488,8,92,589,0
44264,8,889,725,0
107330,13,888,565,0
39680,29,1035,669,0
72881,13,113,766,0
87402,8,470,218,0
16742,8,68,1146,0
72875,8,942,565,0
99008,8,96,1191,0
270,13,891,1173,0
12178,8,911,251,0
71423,30,318,895,0
107217,8,707,1470,0
82802,13,951,709,0
118205,30,1110,1341,0
66431,8,581,1003,0
87997,8,989,1545,0
33064,13,165,983,0
119589,8,1070,454,0
2791,8,1015,405,0
30347,7,986,866,0
108924,10,689,520,0
111120,26,783,368,0
120226,1,568,787,0
115654,26,905,1384,0
67271,30,865,520,0
57118,2,460,435,0
80167,13,1108,569,0
13386,9,705,1393,0
49640,30,421,38,0
57750,26,298,1333,0
54821,13,608,944,0
48662,8,71,1087,0
21224,8,247,1544,0
13611,8,615,433,0
41648,13,420,273,0
97947,13,512,665,0
85239,8,740,13,0
85294,30,1001,131,0
16767,12,1063,1536,0
78993,29,458,1036,0
29031,8,550,225,0
109215,8,6,1394,0
395,13,111,498,0
24661,13,159,478,0
69060,12,466,1485,0
60961,8,581,113,0
83375,8,1017,1568,0
14081,8,57,1239,0
6245,13,127,5,0
94755,13,284,1097,0
123795,26,327,1544,0
108355,13,625,369,0
10999,8,672,1531,0
15642,8,907,124,0
91068,26,288,1225,0
20731,11,759,150,0
70893,7,641,1493,0
85904,11,980,1178,0
69572,26,377,263,0
117098,30,965,1542,0
10590,13,673,101,0
79400,13,890,1095,0
7716,5,1043,1103,0
107872,8,911,141,0
103960,26,470,713,0
78150,1,562,46,0
96221,26,466,590,0
113385,8,759,1180,0
118196,8,554,1086,0
124188,8,559,608,0
127907,8,754,316,0
89093,13,141,429,0
66575,26,335,243,0
103120,8,296,1027,0
19088,13,147,1062,0
8526,10,280,967,0
86165,13,995,861,0
120799,8,64,1076,0
48677,8,59,23,0
87409,4,551,119,0
111904,8,656,338,0
78723,9,535,537,0
80901,30,376,294,0
56174,10,662,967,0
75331,13,979,681,0
72909,26,1000,1547,0
61078,26,634,506,0
120694,8,513,1309,0
72424,29,418,525,0
45091,11,910,1506,0
35289,13,275,1047,0
48094,5,955,829,0
88919,13,778,130,0
46191,13,601,361,0
63610,13,954,615,0
93696,13,406,313,0
49346,8,532,679,0
53182,13,653,767,0
21684,5,279,711,0
77285,26,1019,178,0
4556,8,432,500,0
90984,8,1073,8,0
101643,12,109,1124,0
94460,8,807,815,0
52362,8,532,367,0
9284,30,1004,1528,0
57583,30,666,1415,0
86097,8,73,352,0
6170,29,538,23,0
73075,13,586,153,1
70810,10,934,458,0
67309,8,754,1573,0
51136,13,161,1226,0
88837,30,667,450,0
76358,13,134,714,0
68415,13,653,1218,0
40382,12,819,1457,0
93807,8,509,88,0
37840,29,873,81,0
18161,11,571,1056,0
10707,8,47,567,0
63085,29,750,923,0
120914,8,598,78,0
113487,8,285,51,0
1548,5,689,688,0
105910,13,865,1444,0
37272,9,19,1393,0
94512,26,1030,958,0
123998,13,138,860,0
98358,8,672,850,0
27439,30,376,1299,0
19194,30,412,1555,0
16488,30,563,1469,0
127522,8,928,637,0
5719,8,806,966,0
101480,29,785,1055,0
127714,8,737,1252,0
6032,13,141,313,0
124554,26,335,910,0
56500,13,888,867,0
46078,13,253,761,0
24378,8,579,634,0
33611,8,57,1036,0
72815,8,793,870,0
79439,8,672,226,0
85439,13,26,630,0
9330,29,896,1443,0
38865,8,989,1051,0
8331,13,122,253,0
9491,26,1000,799,0
2873,8,101,337,0
41716,8,902,304,0
2904,11,669,1224,0
24931,26,339,1191,0
21589,13,561,702,0
115953,8,79,906,0
89796,13,485,1015,0
100496,11,658,1144,0
94404,13,472,1059,0
26571,9,468,1558,0
59971,27,1095,1463,0
86052,8,437,67,0
9294,8,916,1010,0
22874,9,870,955,0
63725,8,762,578,0
71813,8,58,443,0
121029,11,971,1007,0
91595,8,656,1126,0
112591,13,1028,1158,0
120844,8,615,422,0
109541,30,354,1332,0
106975,29,785,1162,0
42324,8,623,1356,0
127658,26,307,283,0
76044,29,416,960,0
59315,8,88,1375,0
79946,7,986,700,0
16067,8,755,1309,0
101167,13,25,1524,0
5015,11,669,8,1
105932,8,737,832,0
114577,13,1045,113,0
70769,13,714,1428,0
76528,5,893,828,0
55187,13,685,353,0
56313,8,559,704,0
9368,8,49,1444,0
16852,26,489,384,0
84042,8,911,579,0
56026,8,437,917,0
80881,8,615,696,0
6584,8,79,1209,0
9482,8,672,624,0
69103,29,1081,1045,0
42701,9,520,608,0
35438,26,1115,823,0
28446,26,942,90,0
17642,12,526,948,0
36319,8,583,670,0
122606,27,400,1378,0
69597,12,779,1025,0
32295,8,622,381,0
68057,8,248,901,0
11738,8,919,327,0
92399,9,578,1273,0
46178,13,751,997,0
63676,8,6,1481,0
97449,5,431,1194,0
320,8,694,1158,0
31923,29,982,63,0
41675,13,586,968,0
43841,8,1002,1208,0
61024,30,1036,1017,0
16676,5,431,1516,0
39734,7,691,532,0
43746,8,1059,544,0
10358,11,913,1146,0
100337,13,152,262,0
6816,28,441,590,0
26635,8,915,843,0
10794,13,116,1376,0
82727,30,1015,113,0
45741,13,450,366,0
19235,8,66,1095,0
8875,13,473,1484,0
88986,11,658,1343,0
29440,30,332,1387,0
59170,10,431,737,0
123322,8,62,679,0
68895,8,59,1045,0
5561,8,59,871,0
61178,26,365,1441,0
71613,13,1065,1115,0
97074,9,705,6,0
4444,26,1009,393,0
104780,8,94,51,0
77609,13,515,448,0
32972,8,285,1313,0
102384,13,131,1062,0
69081,13,23,539,0
35459,4,16,1574,0
46779,29,896,1338,0
15806,29,896,495,0
114591,13,161,807,0
71471,30,1103,293,0
56893,26,375,1436,0
1918,8,705,676,0
125580,13,142,1262,0
34545,8,92,244,0
18971,13,979,1142,0
15522,8,805,757,0
65245,13,120,666,0
21861,8,90,1198,0
126405,13,422,420,0
64228,8,8,1164,0
29467,13,1070,1534,0
68649,9,105,1185,0
70644,8,10,575,0
48725,8,879,480,0
26235,9,705,753,0
29105,30,510,992,0
85583,11,913,1469,0
11747,29,458,490,0
9097,30,1103,776,0
68805,30,918,419,0
65860,8,248,1223,0
65120,29,800,479,0
16607,13,116,1096,0
61611,8,437,44,0
96468,30,961,653,0
26822,4,591,1060,0
84412,30,965,1534,0
18453,13,1083,1036,0
11940,13,482,1095,0
115971,13,149,630,0
117287,8,67,437,0
57472,13,756,623,0
104416,10,106,1366,0
15412,26,529,790,0
80540,8,567,1079,0
50159,8,610,855,0
71181,8,432,1546,0
44851,13,127,373,0
48773,8,248,1364,0
112912,13,124,793,0
108732,4,459,621,0
89358,29,750,569,0
93561,8,68,1033,0
30278,13,886,954,0
61263,8,792,918,0
90019,30,531,1550,0
107,13,126,590,0
1544,7,691,609,0
54729,2,347,10,0
73560,8,682,157,0
49447,7,986,694,0
19527,30,921,401,0
81878,11,669,1463,0
100436,12,1075,567,0
102481,13,148,1198,0
92403,8,69,1233,0
122519,13,121,1507,0
83972,7,986,1332,0
48584,13,694,1014,0
102525,30,998,1473,0
8471,8,1017,881,0
4304,30,686,1481,0
7649,8,248,1015,0
116663,12,783,1257,0
39252,2,1107,607,0
112685,8,103,1238,0
30961,10,15,1563,0
63888,8,806,1147,0
120684,8,69,12,0
92729,30,914,588,0
63808,29,715,575,0
13469,13,145,995,0
17239,8,674,852,0
79623,4,651,1216,0
112772,29,3,23,0
52417,8,1058,1198,0
92882,26,528,969,0
122005,8,725,537,0
109230,8,806,13,0
113864,8,383,17,0
2169,26,491,1418,0
33200,13,244,668,0
5556,11,759,1574,0
29693,13,1029,1146,0
127248,11,1012,127,0
13886,9,575,999,0
119233,3,829,1025,0
16475,13,754,1309,0
29703,13,110,1215,0
71756,13,450,1115,0
680,13,468,289,0
17987,8,645,586,0
109409,13,758,1173,0
11162,30,961,1227,0
89174,10,824,52,0
2389,26,917,561,0
29963,8,247,746,0
81237,8,1110,304,0
123387,30,261,1274,0
58940,13,796,1472,0
114832,30,691,1469,0
19335,9,635,316,0
60814,30,345,27,0
111130,30,343,1402,0
106457,12,572,545,0
81370,8,624,775,0
6663,8,889,594,0
71585,8,806,1046,0
109195,29,674,786,0
87934,26,464,1415,0
25315,30,1043,639,0
9369,12,1075,1414,0
55932,10,824,1182,0
71856,8,707,293,0
20356,13,542,1320,0
126180,13,153,719,0
90652,13,22,1212,0
75908,26,898,910,0
22335,8,101,1435,0
83200,26,636,141,0
44037,30,994,342,0
51599,13,610,446,0
103531,12,779,821,0
126628,8,61,164,0
47917,8,808,1521,0
18511,8,296,567,0
51110,8,559,1091,0
118360,13,667,849,0
55653,2,744,1241,0
69645,29,750,189,0
118040,8,627,352,0
124868,8,13,392,0
57790,12,779,649,0
89836,13,163,769,0
110004,13,685,197,0
108158,9,607,753,0
51198,13,485,890,0
51003,8,1063,307,0
119626,12,496,637,0
29578,8,622,851,0
113732,13,987,640,0
17924,13,408,1105,0
40007,8,74,1386,0
94686,13,949,926,0
50773,8,755,15,0
53966,13,734,1526,0
13384,13,681,912,0
94204,30,1067,1464,0
55216,26,1033,204,0
75267,13,517,1344,0
32025,11,759,1504,0
110453,28,492,1387,0
47493,8,96,822,0
16419,13,413,1546,0
113327,8,694,363,0
85462,13,625,652,0
62935,13,556,1348,0
44516,13,919,951,0
46928,8,902,918,0
4181,7,1050,643,0
126603,30,616,437,0
124294,13,122,696,0
85167,9,18,484,0
99046,12,819,1124,0
81156,10,106,1302,0
29726,8,14,1072,0
123875,13,780,1493,0
62184,13,756,1252,0
63369,13,26,843,0
80925,8,447,5,0
107746,30,691,225,0
1225,8,741,1551,0
108797,30,249,1402,0
16727,13,542,712,0
106031,8,915,84,0
64227,29,265,1041,0
26474,8,98,1154,0
114996,11,658,275,0
123476,13,644,732,0
24175,30,965,632,0
10670,8,69,1291,0
113720,5,893,627,0
110173,8,269,1193,0
35413,8,13,8,0
82659,13,610,1134,0
92948,11,506,1392,0
61881,13,281,1523,0
119375,9,535,42,0
16801,13,120,1368,0
41502,13,118,516,0
52492,30,355,1086,0
102546,13,756,222,0
105191,8,94,460,0
97786,13,275,399,0
103890,8,755,522,0
118364,30,742,1072,0
88706,13,116,1023,0
117053,9,287,825,0
68156,13,22,1484,0
32531,12,466,1043,0
26707,11,759,957,0
91711,8,55,1158,0
126032,7,1050,793,0
106056,26,930,1215,0
39529,12,496,167,0
81395,13,277,613,0
45657,13,744,382,0
49911,13,117,508,0
22394,8,49,862,0
38434,8,808,722,0
89710,26,1093,1239,0
101723,8,51,317,0
21017,9,535,443,0
15599,8,50,454,0
124440,8,99,692,0
25142,26,356,27,0
16864,10,968,566,0
14825,8,694,1430,0
73184,29,597,1041,0
60113,8,804,1549,0
17053,8,285,115,0
12976,8,64,968,0
103251,6,677,1124,0
64573,8,465,1396,0
78361,8,69,934,0
63728,9,19,455,0
106748,13,137,548,0
71492,10,457,1028,0
128077,13,719,851,0
88287,26,867,1283,0
40857,8,989,186,0
89197,8,711,1323,0
97871,13,1055,1238,0
84461,26,317,191,0
97524,13,249,753,0
73192,8,99,368,0
34915,6,677,1441,0
120836,13,1007,243,1
11452,13,155,494,0
99689,8,585,1536,0
13404,11,506,1332,0
44355,26,926,989,0
23292,13,770,819,0
67583,8,501,1369,0
53096,13,515,1408,0
115428,5,663,698,0
81810,13,149,1057,0
124412,9,578,753,0
42346,13,705,1012,0
63967,2,744,384,0
42190,13,517,304,0
15717,30,358,1415,0
51473,13,751,1341,0
60002,8,6,578,0
94614,28,1062,1140,0
45167,26,790,783,0
57358,4,104,784,0
95369,8,70,37,0
42614,13,987,552,0
26887,13,472,1536,0
104161,9,535,189,0
121497,13,126,1290,0
6071,28,1041,231,0
125065,13,770,462,0
5038,13,1032,1047,0
21289,26,471,1291,0
70502,30,579,1401,0
25275,13,147,1332,0
39016,13,141,267,0
17592,8,882,1419,0
14703,12,466,1529,0
74847,29,416,573,0
14316,4,895,826,0
93815,8,885,325,0
52973,27,393,1469,0
50293,1,442,1387,0
45267,13,960,317,1
82131,12,819,905,0
94832,8,882,8,0
38023,13,1021,310,0
77761,8,383,58,0
1658,4,651,416,0
8009,5,1105,711,0
23618,13,530,552,0
95057,29,445,555,0
67636,8,970,443,0
109869,8,1049,1266,0
60526,13,127,309,0
35799,8,911,383,0
101521,13,249,696,0
6669,8,447,94,0
78593,26,605,464,0
37443,30,625,225,0
108630,28,1041,1025,0
43656,8,804,402,0
126760,12,492,1524,0
112786,30,939,636,0
121718,29,418,1216,0
83768,11,506,967,0
85301,8,656,936,0
393,13,617,395,0
115001,26,998,212,0
13808,13,135,1193,0
68132,5,1043,565,0
23270,13,150,609,0
63809,12,705,833,0
38148,8,567,694,0
84682,26,1020,1068,0
104865,8,711,964,0
53320,8,69,1521,0
56073,30,625,1542,0
33352,13,163,719,0
39027,8,658,264,0
37219,26,1093,163,0
115885,8,82,1077,0
101437,13,1070,72,0
31477,8,1048,1058,0
23373,13,1007,555,0
102472,30,946,1436,0
67586,8,623,179,0
125334,13,1108,620,0
72719,26,356,425,0
55137,26,854,27,0
81157,4,651,1479,0
74104,8,907,823,0
54242,8,92,82,0
50989,13,293,1155,0
122440,10,732,566,0
78948,8,747,157,0
5741,13,24,572,0
64128,8,57,683,0
6864,10,732,1231,0
87067,8,567,519,0
48240,26,746,90,0
44047,13,679,1314,0
51464,13,124,857,0
106027,11,910,1056,0
